offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
No,Air Miles,Letter,Low,1,No,High,1,1,3,No,7.1284959456800365
No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,6.816188085456647
No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,4,Yes,6.7875630936537314
No,Points,Postcard,Medium,more than 1,No,Low,1,1,2,Yes,7.005108824238047
No,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,4,Yes,6.927312778197668
No,Points,Letter,Medium,more than 1,No,High,2,1,3,Yes,7.317876198626496
No,Points,Letter,High,1,Yes,High,1,1,3,No,6.827629234502852
No,Points,Letter,Low,1,No,Low,more than 2,1,4,Yes,7.055097116880065
Yes,Points,Postcard,Medium,1,No,High,2,1,3,No,6.93707133331619
No,Points,Postcard,Medium,1,Yes,Low,2,1,2,No,7.1180162044653335
No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,7.467513913857307
No,Points,Postcard,High,more than 1,Yes,High,1,1,3,Yes,6.85356304989871
No,Points,Letter,High,1,No,Low,2,1,2,Yes,7.47477218239787
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,7.074116816197362
No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,6.801839053390588
No,Cash Back,Letter,High,more than 1,No,High,2,more than 1,4,Yes,6.892641641172089
No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,7.0044281662423975
No,Points,Letter,High,1,No,High,1,more than 1,3,Yes,6.641508487250421
No,Air Miles,Letter,Medium,more than 1,No,Low,2,1,4,Yes,6.982630813627244
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,6.878326468291325
No,Air Miles,Postcard,Medium,more than 1,No,High,1,more than 1,4,Yes,7.095893221097532
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,6.90975328164481
No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,6.825731443503546
No,Points,Letter,Medium,1,No,High,2,more than 1,1,Yes,6.8316838420308414
No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,6.514342251898114
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,6.905001490785516
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,7.0354886454916885
No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,6.835184586147301
No,Points,Letter,High,more than 1,No,High,2,1,3,Yes,7.124478262493424
No,Points,Letter,Medium,1,No,Low,2,more than 1,5,Yes,6.674245685418749
Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,7.219459007275827
No,Points,Postcard,High,1,No,High,more than 2,more than 1,3,Yes,6.667592722498332
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,6.980308471663846
No,Air Miles,Postcard,Medium,1,No,High,2,more than 1,4,Yes,6.948897222313312
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,7.001245622069476
No,Points,Letter,Medium,1,No,High,more than 2,1,2,Yes,7.030857476116121
No,Cash Back,Postcard,Low,more than 1,No,High,1,1,1,Yes,7.079816040067031
No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,6.965552377708354
No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,4,No,6.956307319564303
No,Points,Letter,High,1,No,Low,2,1,3,No,6.944087208229528
Yes,Points,Postcard,Medium,more than 1,No,Low,1,1,3,Yes,6.73667035411417
No,Air Miles,Letter,Medium,more than 1,No,Medium,2,1,3,Yes,6.626386568586948
No,Points,Letter,Low,1,No,High,more than 2,more than 1,4,No,6.917705609835305
No,Points,Postcard,High,1,No,Medium,2,1,1,No,7.201170883281678
No,Points,Postcard,Medium,more than 1,No,Low,more than 2,1,3,Yes,6.664090091947131
No,Air Miles,Letter,High,more than 1,No,Low,more than 2,1,3,Yes,7.058973090724758
No,Points,Letter,Low,more than 1,No,Low,2,1,4,Yes,6.874973789457758
No,Points,Postcard,High,1,No,High,2,1,3,No,7.118421308785234
No,Points,Letter,Medium,1,No,Medium,more than 2,1,2,No,7.484228183983983
No,Air Miles,Postcard,Low,more than 1,No,Low,2,1,3,Yes,6.862496372576522
Yes,Air Miles,Postcard,Medium,more than 1,No,Low,1,1,4,No,7.191617565331053
No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,6.874198495453294
No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,6.936585660650014
No,Air Miles,Postcard,Medium,1,Yes,High,1,more than 1,4,Yes,6.680227129350103
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,7.067106697208567
No,Cash Back,Postcard,Low,1,Yes,Low,1,more than 1,5,No,6.532334292222349
No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,6.998737926694008
No,Air Miles,Letter,High,1,Yes,Low,2,more than 1,3,Yes,6.870572487854421
No,Cash Back,Postcard,Low,1,No,High,more than 2,more than 1,5,Yes,6.665365195722063
No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,7.136284302572685
No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,7.136284302572685
No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,6.913985828732773
No,Points,Letter,Medium,more than 1,No,High,2,1,5,Yes,6.712044485069167
No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,6.455591567864732
No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,7.051855622955894
No,Cash Back,Postcard,Low,more than 1,No,Low,1,1,3,Yes,6.90600374594333
No,Points,Postcard,High,1,Yes,Low,1,more than 1,5,Yes,7.009634742803308
No,Points,Postcard,Medium,1,No,High,2,1,6,Yes,6.854090754396444
No,Points,Letter,Low,1,No,High,1,1,4,No,7.000562328568344
No,Air Miles,Postcard,Medium,1,Yes,High,more than 2,more than 1,3,Yes,7.0044281662423975
Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,6.942881080957511
No,Cash Back,Letter,High,1,Yes,Medium,1,1,4,No,7.015936811826665
No,Air Miles,Postcard,High,1,Yes,High,2,1,4,No,7.141443044172018
No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,7.05617528410041
No,Points,Letter,Medium,1,No,Medium,1,1,3,No,6.888572459565364
No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,6.990716799696484
No,Cash Back,Letter,Low,more than 1,No,High,1,1,2,No,6.7010385653534605
No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,3,No,6.962716837056111
No,Cash Back,Postcard,Low,1,No,Medium,2,more than 1,2,Yes,6.848270632147245
No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,6.913737350659685
No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,6.972840525638071
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,7.28155770658146
No,Points,Postcard,High,more than 1,No,Low,more than 2,1,3,No,6.661854740545311
No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,6.804337319783649
No,Air Miles,Letter,Medium,1,No,High,2,more than 1,4,No,7.035268599281097
No,Cash Back,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.961532984662608
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,7.083807222762497
Yes,Cash Back,Letter,Medium,1,No,Low,more than 2,1,4,No,6.845081684454079
No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,6.679285066162202
No,Cash Back,Letter,Medium,1,Yes,Medium,more than 2,1,4,Yes,6.891879929823847
No,Points,Letter,Medium,1,Yes,Low,1,1,4,No,6.512487995850418
No,Points,Postcard,Medium,1,No,High,more than 2,1,5,No,6.864064590357404
No,Points,Postcard,Low,1,No,Medium,2,1,5,No,7.07326971745971
No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,7.063903961472068
No,Points,Postcard,High,1,No,High,more than 2,1,4,Yes,6.882437470997847
No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,6.977980723871634
No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,5,Yes,7.060905458475812
No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,6.694252604704608
Yes,Air Miles,Postcard,Medium,more than 1,No,High,2,1,3,Yes,6.962006693814053
No,Cash Back,Letter,High,more than 1,No,Low,1,1,2,No,7.115175869831111
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,7.023758954738443
No,Air Miles,Letter,Medium,more than 1,No,Medium,1,1,5,Yes,6.725333717187849
No,Points,Letter,Medium,1,No,High,1,more than 1,1,No,6.71295620067707
No,Points,Letter,Low,1,No,Medium,more than 2,1,2,Yes,6.62273632394984
No,Air Miles,Postcard,High,1,No,Medium,more than 2,more than 1,4,No,7.279663603561459
No,Points,Letter,High,1,No,Medium,2,1,2,Yes,6.927312778197668
No,Cash Back,Postcard,High,1,No,Medium,2,1,2,No,7.141838770334681
No,Cash Back,Letter,High,more than 1,No,Medium,more than 2,1,6,Yes,7.236339342754344
No,Cash Back,Postcard,High,1,Yes,Medium,more than 2,1,5,Yes,6.647688373563329
No,Points,Letter,Low,more than 1,No,High,2,1,3,Yes,7.213952385431632
No,Points,Letter,Medium,more than 1,No,High,more than 2,1,5,Yes,7.032182857357189
No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,No,6.724433221854599
No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,No,6.940948246337901
No,Points,Letter,Medium,1,No,Low,2,more than 1,4,No,6.565264970035361
Yes,Points,Postcard,Medium,1,No,High,1,1,2,Yes,6.41958767910873
No,Air Miles,Letter,Medium,1,No,Low,1,more than 1,4,Yes,7.107425474110705
No,Air Miles,Letter,Medium,more than 1,No,High,2,1,4,No,7.051639149310715
No,Air Miles,Postcard,High,more than 1,Yes,High,more than 2,1,3,Yes,6.953206541886054
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,6.988413181999592
No,Cash Back,Letter,Medium,1,No,Low,2,more than 1,2,Yes,6.977048105478087
No,Cash Back,Letter,Low,more than 1,No,Low,2,more than 1,3,Yes,6.788126791526606
Yes,Points,Postcard,Low,1,No,Low,2,1,1,No,7.103938648713564
No,Air Miles,Postcard,High,more than 1,No,High,more than 2,1,4,Yes,6.963426476352598
No,Cash Back,Postcard,High,1,No,Medium,2,1,5,No,6.740519359606223
No,Cash Back,Letter,Medium,1,Yes,High,1,more than 1,4,Yes,6.09975825674325
No,Air Miles,Letter,Medium,more than 1,No,Medium,2,1,4,Yes,6.498282149476434
No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,6.710523109452428
No,Points,Letter,Medium,more than 1,No,High,1,1,3,No,6.85514532870984
No,Cash Back,Letter,Medium,1,No,Low,2,more than 1,3,No,7.291485894944295
No,Air Miles,Postcard,Low,1,No,Low,more than 2,1,5,No,7.24850407237061
No,Points,Postcard,Low,more than 1,No,Low,2,1,4,No,7.431447768454952
No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,6.8862762473050125
No,Points,Letter,Medium,1,No,Medium,1,1,4,No,7.165879799191592
No,Air Miles,Postcard,Medium,1,Yes,Medium,more than 2,1,4,Yes,6.943363706449505
No,Points,Postcard,Low,1,No,High,more than 2,more than 1,2,No,6.881411303642535
No,Air Miles,Letter,Medium,more than 1,No,Low,2,1,3,Yes,6.93609975199128
No,Air Miles,Postcard,High,1,No,High,1,1,4,No,6.6408557457128845
No,Points,Postcard,Medium,more than 1,No,Medium,2,1,4,No,6.954400286805181
No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,7.190487621708004
No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,6.764173550504113
No,Air Miles,Letter,Low,more than 1,No,Medium,1,1,3,Yes,6.885509670034818
No,Air Miles,Postcard,High,1,No,Low,2,1,3,No,6.626386568586948
No,Air Miles,Letter,Medium,1,Yes,Medium,more than 2,1,3,No,6.9174580544435225
No,Points,Letter,High,1,No,High,2,1,2,No,6.92510391731675
No,Air Miles,Postcard,Medium,more than 1,No,Low,2,more than 1,6,Yes,6.946975992135418
No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.133295954896068
No,Air Miles,Postcard,Medium,1,No,Medium,1,more than 1,4,Yes,6.706556666418494
No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,6.9726062513017535
Yes,Cash Back,Postcard,Low,more than 1,Yes,Low,2,1,3,Yes,7.001700891824665
No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,6.92313638102044
No,Points,Letter,High,more than 1,No,High,1,1,2,Yes,7.069023426578259
No,Points,Letter,Medium,1,No,High,1,1,4,Yes,6.706862336602747
No,Points,Letter,High,1,No,Low,2,1,3,Yes,6.8954296292915
No,Points,Letter,Medium,more than 1,No,High,1,1,3,Yes,6.825731443503546
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,6.574727104763479
No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,7.128094902963612
No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,7.068597804098967
No,Air Miles,Letter,High,1,Yes,Low,1,1,5,No,6.915971433753477
No,Air Miles,Postcard,High,1,No,Medium,2,1,4,No,6.853826936956581
No,Points,Letter,Medium,1,Yes,Low,1,1,5,No,6.93707133331619
No,Air Miles,Letter,Low,more than 1,No,High,2,1,4,Yes,6.92951677076365
No,Cash Back,Postcard,High,1,No,Medium,2,1,4,No,7.004881989712859
No,Cash Back,Postcard,Low,1,No,High,more than 2,1,2,No,6.799891633106192
No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,No,6.80211694695914
Yes,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,6.976348070447749
No,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,more than 1,4,No,6.945291882510863
No,Points,Postcard,Low,1,No,High,more than 2,1,2,Yes,7.138668567560708
No,Air Miles,Letter,High,1,No,Medium,2,more than 1,5,Yes,7.209710010720636
No,Cash Back,Letter,Low,1,Yes,Low,more than 2,1,3,Yes,7.062834099382218
No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,6.884486652042782
No,Points,Postcard,Low,more than 1,No,Low,2,1,4,Yes,6.868754541632405
No,Cash Back,Letter,Low,more than 1,No,Low,1,more than 1,4,Yes,6.909004498382569
No,Cash Back,Postcard,Medium,1,No,Low,2,more than 1,5,Yes,6.960347729101308
No,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,6.817283375818062
No,Points,Letter,High,1,No,Medium,1,1,4,Yes,7.117610935969411
No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,5,Yes,6.965316389506668
No,Points,Letter,Medium,1,No,High,1,more than 1,4,Yes,6.846677429473547
No,Air Miles,Letter,Medium,1,No,Low,2,more than 1,5,No,6.9662600083547
No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,6.950096119471662
No,Air Miles,Letter,Low,more than 1,No,Low,2,1,2,No,6.629032947901828
No,Air Miles,Postcard,High,1,Yes,Low,more than 2,1,4,No,7.013465733404251
No,Points,Letter,Low,1,No,High,2,1,5,Yes,6.906504497080484
No,Air Miles,Postcard,High,more than 1,No,Low,more than 2,1,4,Yes,6.852506804751658
No,Points,Postcard,Medium,more than 1,No,Medium,2,1,3,Yes,6.79794041297493
No,Air Miles,Letter,Low,1,No,Medium,2,more than 1,4,Yes,6.9134888108298975
No,Points,Postcard,Low,1,No,High,2,1,3,Yes,7.099614540256581
No,Cash Back,Postcard,Low,1,No,Low,2,more than 1,3,No,6.861449526105625
No,Air Miles,Postcard,Low,1,No,Medium,more than 2,1,6,Yes,6.836796190041643
No,Air Miles,Letter,Medium,more than 1,No,Medium,more than 2,1,3,No,6.953445404899253
No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,6.533788837933344
No,Points,Letter,Low,1,No,High,1,1,4,No,7.109879463072272
No,Cash Back,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.432135910950766
Yes,Points,Postcard,High,1,No,Low,2,1,2,Yes,7.027536317301194
No,Air Miles,Letter,Medium,more than 1,No,Low,2,1,3,Yes,6.864325721054801
No,Air Miles,Letter,Low,more than 1,Yes,Low,2,1,3,Yes,7.125081944974782
No,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,7.159486287148259
No,Cash Back,Postcard,High,1,Yes,Low,2,1,2,Yes,6.968850378341948
No,Cash Back,Letter,High,more than 1,No,High,2,1,4,No,7.040755280443381
No,Cash Back,Letter,Medium,more than 1,Yes,High,2,more than 1,3,Yes,7.033947304219897
No,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,7.197996573828841
No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,2,Yes,7.002383408060919
No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,7.1770187659099
No,Air Miles,Postcard,High,1,No,Low,2,1,4,No,7.164913708883624
No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,7.045994323205903
No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,6.943363706449505
No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,6.747293056541076
No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,6.516562830160692
No,Points,Postcard,Medium,1,Yes,Low,2,1,5,Yes,6.734888880958938
No,Cash Back,Postcard,Low,1,No,Low,2,1,2,No,7.261049514761392
No,Points,Letter,Medium,1,No,High,2,more than 1,3,Yes,6.602248621617804
Yes,Points,Postcard,Low,1,Yes,Low,1,1,5,No,6.717199917261079
No,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,4,Yes,6.738152494595957
No,Air Miles,Postcard,High,more than 1,No,Medium,more than 2,1,3,Yes,6.915475401997275
No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,7.052721049232323
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,6.953206541886054
No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,6.941431805341521
No,Air Miles,Letter,Medium,more than 1,No,Low,1,1,3,Yes,6.727132278823764
No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,7.052504762868335
No,Cash Back,Postcard,Low,more than 1,No,High,more than 2,1,3,Yes,6.5981683711423065
No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,No,6.887552571664617
No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,6.996681488176539
No,Cash Back,Postcard,High,more than 1,No,Low,1,1,3,Yes,6.987721060620019
No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.834646807161499
Yes,Air Miles,Postcard,High,1,No,Medium,2,1,3,No,6.894416714542957
No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,6.9959950678315455
No,Points,Postcard,High,more than 1,No,Medium,1,more than 1,6,No,6.869534066161939
No,Cash Back,Letter,High,1,No,High,2,1,5,No,7.30854279753919
No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,7.096307385526727
No,Air Miles,Postcard,Low,1,No,High,2,more than 1,4,No,6.769067759208244
Yes,Points,Postcard,Medium,more than 1,No,Low,2,1,5,Yes,6.863542124305812
No,Air Miles,Postcard,Low,more than 1,Yes,Low,2,1,4,No,6.724433221854599
No,Air Miles,Postcard,Medium,more than 1,No,High,more than 2,more than 1,4,No,7.20934025660291
Yes,Air Miles,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,7.025538314638521
No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,7.0427231393926215
Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,6.922890166566408
No,Points,Letter,High,1,No,Medium,1,1,4,Yes,6.942881080957511
Yes,Air Miles,Postcard,Medium,more than 1,Yes,Low,2,1,3,Yes,6.980773371718709
No,Cash Back,Letter,High,more than 1,No,Medium,more than 2,1,2,Yes,7.385696075412351
No,Air Miles,Postcard,Medium,more than 1,No,Medium,more than 2,1,3,Yes,7.072209833947667
No,Cash Back,Letter,Medium,more than 1,No,Medium,more than 2,1,4,Yes,7.065186286930966
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,7.1718488166253005
No,Air Miles,Letter,Medium,1,Yes,High,more than 2,more than 1,3,Yes,7.247258631412542
No,Points,Letter,High,more than 1,No,High,1,1,2,Yes,7.01571242048723
No,Points,Letter,Low,more than 1,Yes,Low,1,1,3,No,7.070086690899589
No,Air Miles,Postcard,Medium,more than 1,No,High,2,1,3,Yes,7.034167641336575
No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,7.203405521083095
No,Points,Letter,Medium,1,No,High,more than 2,1,3,Yes,6.837332814685591
No,Air Miles,Letter,Medium,1,No,Medium,1,more than 1,5,No,6.909004498382569
Yes,Points,Postcard,High,1,No,Low,1,1,3,Yes,6.9243665447873335
No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,6.837869151517971
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,7.227844036352826
No,Air Miles,Letter,High,more than 1,No,High,1,1,6,No,7.079394987429232
Yes,Points,Postcard,Low,1,No,Low,2,more than 1,3,No,6.879098569732332
No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,7.067319848653476
No,Cash Back,Postcard,Medium,more than 1,No,Medium,1,1,3,Yes,6.990256500493881
Yes,Cash Back,Letter,Low,more than 1,No,Low,2,1,4,Yes,6.98933526597456
No,Air Miles,Postcard,High,1,No,High,1,more than 1,4,No,7.417730541293289
No,Air Miles,Letter,Low,1,Yes,Medium,2,more than 1,2,No,6.930005887916956
No,Cash Back,Postcard,High,1,No,High,2,1,3,No,6.955354257781416
No,Cash Back,Letter,High,1,Yes,Medium,more than 2,more than 1,4,Yes,6.893149126592775
No,Points,Postcard,Medium,1,Yes,Low,2,1,6,Yes,7.306699170100036
No,Points,Letter,Medium,1,No,Low,2,1,3,No,6.520989248306457
No,Cash Back,Postcard,Low,more than 1,No,Low,2,1,3,Yes,6.872128101338986
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,Yes,6.858827605358713
No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,6.895935702176795
No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,6.992785528166713
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,6.806829360392176
No,Points,Letter,Medium,1,No,Medium,2,more than 1,4,No,6.931959967678955
No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,6.867714229444953
No,Points,Postcard,Medium,1,No,Medium,2,1,1,No,6.795426094008217
No,Cash Back,Postcard,Medium,1,No,Low,more than 2,1,3,No,6.979610716082565
No,Air Miles,Postcard,Medium,1,No,High,1,more than 1,4,Yes,7.028866104731195
No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,6.51025834052315
No,Points,Postcard,Medium,1,No,Low,1,more than 1,2,Yes,6.632989431796903
No,Points,Postcard,Medium,more than 1,No,Medium,2,1,4,Yes,7.113956109566034
No,Points,Letter,Low,1,No,Low,2,1,4,Yes,6.4873034285656495
No,Points,Postcard,Medium,1,No,High,2,1,2,No,7.1072207029417696
No,Points,Postcard,High,1,No,Medium,2,more than 1,5,Yes,7.180450609125595
No,Points,Postcard,High,1,Yes,High,2,1,5,Yes,6.739336627357174
No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,6.862496372576522
No,Points,Postcard,Medium,1,No,Low,1,more than 1,3,Yes,7.087155907348428
No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,6.746999500102743
No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,7.038783541388542
No,Points,Letter,Low,more than 1,No,High,1,more than 1,3,Yes,6.7168973911658965
No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,4,Yes,6.971903098805889
No,Air Miles,Postcard,Medium,more than 1,Yes,Medium,2,1,4,No,6.83249279448159
No,Points,Postcard,Medium,1,No,High,2,1,3,No,6.870312983506267
No,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,6.466922027036182
No,Air Miles,Postcard,High,1,No,Low,2,more than 1,5,Yes,7.128295444426232
No,Points,Postcard,Medium,1,No,High,more than 2,1,3,Yes,6.833839596031969
No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,7.047734589035578
No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,6.795985378139127
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,6.9134888108298975
No,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,6.838405200847344
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,Yes,6.854354502255021
No,Points,Letter,High,1,Yes,High,2,1,4,No,6.736373662226517
Yes,Cash Back,Postcard,Medium,1,No,High,more than 2,1,3,No,6.887297437079741
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,7.117813590747692
No,Points,Postcard,Medium,1,No,Low,2,1,3,No,6.5799454154395765
No,Points,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.208415272724175
No,Cash Back,Postcard,High,more than 1,No,Low,2,1,4,Yes,7.108448701458755
No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,6.833570380792761
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,6.839208736447027
No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,No,6.888572459565364
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,7.085692237458268
No,Air Miles,Postcard,Low,1,No,Medium,1,more than 1,2,Yes,6.97424502025097
